Date,Country,City,Specie,count,min,max,median,variance
13/08/2020,VN,Ha Noi,o3,46,1.3,16,4.5,138.55
22/01/2020,VN,Ha Noi,o3,46,1.3,11,4,89.6
16/04/2020,VN,Ha Noi,o3,48,3.3,25,9,294.23
2/5/2020,VN,Ha Noi,o3,48,1.7,29,7,525.83
11/7/2020,VN,Ha Noi,o3,48,2.5,20,7,218.35
4/1/2021,VN,Ha Noi,o3,47,0.9,34,6.5,630.67
15/07/2020,VN,Ha Noi,o3,48,3.7,29,11.4,531.49
18/01/2020,VN,Ha Noi,o3,45,1.3,10,4,59.05
30/04/2020,VN,Ha Noi,o3,48,2.5,29,9,509.8
7/11/2020,VN,Ha Noi,o3,48,0.9,26,4,397.47
30/12/2019,VN,Ha Noi,o3,44,1.3,7,4,22.48
3/2/2020,VN,Ha Noi,o3,45,1.3,14,4.1,109.97
24/02/2020,VN,Ha Noi,o3,48,0.9,14,5,134.26
26/06/2020,VN,Ha Noi,o3,47,1.7,23,7.8,273.15
16/08/2020,VN,Ha Noi,o3,7,6,6,6,0
6/1/2020,VN,Ha Noi,o3,44,1.7,8,4,31.36
1/3/2020,VN,Ha Noi,o3,47,1.7,12,4.5,103.76
29/05/2020,VN,Ha Noi,o3,48,2.9,22,7.8,284.23
21/12/2020,VN,Ha Noi,o3,48,0.9,31,9,793.03
8/3/2020,VN,Ha Noi,o3,47,2.1,21,7,261.36
2/6/2020,VN,Ha Noi,o3,45,2.9,20,8,188.87
7/7/2020,VN,Ha Noi,o3,48,5.3,26,10.6,391.98
25/12/2020,VN,Ha Noi,o3,43,0.9,23,2,305.97
12/1/2021,VN,Ha Noi,o3,48,0.5,29,3,607.17
20/06/2020,VN,Ha Noi,o3,48,1.7,26,7.4,387.54
14/11/2020,VN,Ha Noi,o3,48,0.9,40,6.1,1303.94
11/12/2020,VN,Ha Noi,o3,42,0.9,31,3,470.31
1/1/2020,VN,Ha Noi,o3,43,1.3,6,4,18.7
11/2/2020,VN,Ha Noi,o3,32,0.9,19,2,117.81
18/02/2020,VN,Ha Noi,o3,46,0.9,18,4.9,215.68
23/03/2020,VN,Ha Noi,o3,44,4.5,17,12,172.21
25/03/2020,VN,Ha Noi,o3,44,4.9,16,12,177.87
2/8/2020,VN,Ha Noi,o3,48,1.7,15,5.7,164.73
19/01/2020,VN,Ha Noi,o3,48,2.1,13,5,94.91
3/4/2020,VN,Ha Noi,o3,43,1.7,9,4,36.94
30/05/2020,VN,Ha Noi,o3,48,2.9,30,9,330.55
8/1/2021,VN,Ha Noi,o3,46,1.3,13,4.5,133.27
15/01/2021,VN,Ha Noi,o3,46,0.9,6,2,18.98
23/02/2020,VN,Ha Noi,o3,45,0.9,19,3,215.12
9/7/2020,VN,Ha Noi,o3,48,4.5,23,9.4,255.74
13/01/2021,VN,Ha Noi,o3,46,0.5,22,4,375.9
20/03/2020,VN,Ha Noi,o3,46,1.3,12,3,56.62
2/4/2020,VN,Ha Noi,o3,37,1.7,5,4,14.22
26/04/2020,VN,Ha Noi,o3,48,2.1,28,7,324.65
14/07/2020,VN,Ha Noi,o3,48,4.5,39,14,774.52
14/01/2021,VN,Ha Noi,o3,47,0.9,42,4,812.5
4/1/2020,VN,Ha Noi,o3,46,1.3,7,3,33.63
9/1/2020,VN,Ha Noi,o3,45,1.3,7,3,26.79
30/01/2020,VN,Ha Noi,o3,42,1.3,17,6.1,193.35
17/04/2020,VN,Ha Noi,o3,48,4.9,16,6.5,175.28
21/11/2020,VN,Ha Noi,o3,41,1.3,7,3,25.91
5/8/2020,VN,Ha Noi,o3,47,1.3,14,5.3,179.14
8/8/2020,VN,Ha Noi,o3,40,1.7,15,5.3,172.42
17/02/2020,VN,Ha Noi,o3,48,0.9,17,5.7,240.11
3/3/2020,VN,Ha Noi,o3,15,2.9,12,7,102.61
22/04/2020,VN,Ha Noi,o3,48,1.7,17,5.7,191.94
25/04/2020,VN,Ha Noi,o3,48,2.1,26,8,430.66
22/05/2020,VN,Ha Noi,o3,46,4.1,19,10,187.49
24/06/2020,VN,Ha Noi,o3,48,1.7,19,6.1,202.53
10/11/2020,VN,Ha Noi,o3,48,0.9,35,5.7,1150.3
5/3/2020,VN,Ha Noi,o3,45,1.3,12,3.7,70.39
4/5/2020,VN,Ha Noi,o3,48,3.3,25,10.2,356.2
25/06/2020,VN,Ha Noi,o3,48,2.5,24,8,363.92
30/07/2020,VN,Ha Noi,o3,46,1.7,17,6.1,231.47
26/01/2020,VN,Ha Noi,o3,48,2.5,19,7.8,299.59
29/04/2020,VN,Ha Noi,o3,48,1.7,68,11.4,2075.56
2/7/2020,VN,Ha Noi,o3,48,3.7,23,9,303.25
13/11/2020,VN,Ha Noi,o3,48,0.9,46,3,1496.27
20/01/2021,VN,Ha Noi,o3,29,0.9,12,4,117.85
17/12/2020,VN,Ha Noi,o3,48,0.9,11,3,67.51
13/01/2020,VN,Ha Noi,o3,41,1.3,6,3,14.41
5/4/2020,VN,Ha Noi,o3,47,2.5,15,6,131.52
11/4/2020,VN,Ha Noi,o3,48,4.1,22,9,259.44
28/06/2020,VN,Ha Noi,o3,48,2.1,30,10.2,486.79
3/8/2020,VN,Ha Noi,o3,46,1.7,15,4.9,160.09
27/11/2020,VN,Ha Noi,o3,47,1.3,27,4,446.94
7/1/2020,VN,Ha Noi,o3,39,1.3,7,3,32.43
4/7/2020,VN,Ha Noi,o3,48,2.9,22,7.8,291.98
8/7/2020,VN,Ha Noi,o3,48,4.5,21,8.6,285.46
18/11/2020,VN,Ha Noi,o3,34,1.3,6,3,25.73
23/11/2020,VN,Ha Noi,o3,33,1.3,7,3,21.68
10/7/2020,VN,Ha Noi,o3,48,2.1,23,8,278.91
31/07/2020,VN,Ha Noi,o3,47,2.1,20,6.5,265.71
6/8/2020,VN,Ha Noi,o3,46,1.7,14,5.3,157.86
12/8/2020,VN,Ha Noi,o3,48,2.5,17,6,149.59
11/11/2020,VN,Ha Noi,o3,47,0.9,37,4.9,1015.38
17/11/2020,VN,Ha Noi,o3,36,1.3,6,3,16.26
16/05/2020,VN,Ha Noi,o3,48,3.3,22,8.2,253.85
19/02/2020,VN,Ha Noi,o3,48,0.9,14,3,115.65
8/4/2020,VN,Ha Noi,o3,45,1.3,25,5,348.25
9/4/2020,VN,Ha Noi,o3,34,1.7,29,11,705.04
10/4/2020,VN,Ha Noi,o3,48,2.1,27,8,509.55
24/04/2020,VN,Ha Noi,o3,48,1.3,20,7,247.9
11/5/2020,VN,Ha Noi,o3,43,4.9,15,12,161.91
5/1/2021,VN,Ha Noi,o3,38,1.3,12,3.3,100.97
25/02/2020,VN,Ha Noi,o3,30,1.3,8,3,31.79
18/04/2020,VN,Ha Noi,o3,48,4.1,20,8.2,225.57
15/05/2020,VN,Ha Noi,o3,47,4.9,18,12,179.78
28/05/2020,VN,Ha Noi,o3,48,2.1,38,9,609.46
6/6/2020,VN,Ha Noi,o3,48,3.7,24,9,236.87
9/12/2020,VN,Ha Noi,o3,39,1.3,23,4.1,244.85
12/3/2020,VN,Ha Noi,o3,48,1.7,14,5.3,147.1
13/05/2020,VN,Ha Noi,o3,48,2.5,19,7.4,238.72
16/11/2020,VN,Ha Noi,o3,35,0.9,5,3,10.15
2/1/2021,VN,Ha Noi,o3,45,0.9,43,4,1409.93
9/11/2020,VN,Ha Noi,o3,46,0.9,35,6,972.49
30/12/2020,VN,Ha Noi,o3,48,1.3,21,5.3,240.86
8/1/2020,VN,Ha Noi,o3,40,1.3,8,3.3,32.7
31/01/2020,VN,Ha Noi,o3,48,0.9,13,4.1,108.65
5/2/2020,VN,Ha Noi,o3,45,1.7,21,7.4,325.91
4/3/2020,VN,Ha Noi,o3,42,1.7,115,4,3333.1
6/3/2020,VN,Ha Noi,o3,43,1.3,24,3,203.98
14/03/2020,VN,Ha Noi,o3,48,1.3,15,5,150.48
16/06/2020,VN,Ha Noi,o3,48,1.3,26,7,323.19
6/7/2020,VN,Ha Noi,o3,47,3.7,22,9,291.7
12/1/2020,VN,Ha Noi,o3,45,1.3,8,3.3,49.2
15/01/2020,VN,Ha Noi,o3,45,2.1,7,5,36.3
2/3/2020,VN,Ha Noi,o3,46,2.5,13,6,114.46
23/04/2020,VN,Ha Noi,o3,48,2.9,17,7,157.89
3/6/2020,VN,Ha Noi,o3,47,4.5,37,12,819.99
8/6/2020,VN,Ha Noi,o3,48,2.5,20,6.5,193.42
14/08/2020,VN,Ha Noi,o3,41,1.7,13,5,108.44
13/12/2020,VN,Ha Noi,o3,46,1.3,19,3.7,124.83
4/4/2020,VN,Ha Noi,o3,39,1.3,8,4,30.67
21/07/2020,VN,Ha Noi,o3,46,2.1,27,6.1,262.64
28/07/2020,VN,Ha Noi,o3,45,1.7,62,7,1492.57
15/12/2020,VN,Ha Noi,o3,47,0.9,7,2.1,23.23
23/05/2020,VN,Ha Noi,o3,47,2.5,29,9.8,380.51
4/6/2020,VN,Ha Noi,o3,46,4.5,31,12,449.98
28/12/2020,VN,Ha Noi,o3,41,0.9,6,2,14.36
6/1/2021,VN,Ha Noi,o3,47,1.3,25,6.1,362.75
15/04/2020,VN,Ha Noi,o3,48,1.3,38,12.6,1174.61
15/11/2020,VN,Ha Noi,o3,48,1.7,30,6,500.47
28/11/2020,VN,Ha Noi,o3,48,0.9,19,4,192.36
22/03/2020,VN,Ha Noi,o3,27,4.5,17,11,208.64
31/03/2020,VN,Ha Noi,o3,25,1.7,5,4,13.02
14/04/2020,VN,Ha Noi,o3,48,2.5,46,11.4,1515.71
1/6/2020,VN,Ha Noi,o3,48,2.9,24,8,251.79
27/06/2020,VN,Ha Noi,o3,48,1.7,38,9,765.42
10/3/2020,VN,Ha Noi,o3,46,2.5,21,7.8,267.95
24/11/2020,VN,Ha Noi,o3,45,0.9,6,3,16.07
27/05/2020,VN,Ha Noi,o3,48,2.5,27,9,437.01
31/05/2020,VN,Ha Noi,o3,26,3.3,22,8.6,308.85
22/06/2020,VN,Ha Noi,o3,48,2.1,21,7.8,312.89
26/12/2020,VN,Ha Noi,o3,42,0.9,9,2,28.26
17/01/2021,VN,Ha Noi,o3,45,0.9,13,3.3,110.83
18/01/2021,VN,Ha Noi,o3,48,0.5,29,5.7,608.21
27/01/2020,VN,Ha Noi,o3,48,1.7,16,6.5,219.95
14/05/2020,VN,Ha Noi,o3,48,1.7,23,7.4,323.22
10/6/2020,VN,Ha Noi,o3,45,2.5,35,11,410.82
26/07/2020,VN,Ha Noi,o3,48,1.3,17,6.5,267.52
1/8/2020,VN,Ha Noi,o3,48,2.1,19,6.5,233.21
1/4/2020,VN,Ha Noi,o3,29,1.7,10,4.1,58.94
19/06/2020,VN,Ha Noi,o3,48,1.7,14,5.3,132.53
4/8/2020,VN,Ha Noi,o3,45,1.3,13,4.9,149.31
10/1/2020,VN,Ha Noi,o3,47,1.3,9,3.3,35.65
26/03/2020,VN,Ha Noi,o3,31,4.9,17,13,188.71
19/11/2020,VN,Ha Noi,o3,39,1.3,6,3,18.86
16/12/2020,VN,Ha Noi,o3,47,0.9,9,2.9,39.71
29/11/2020,VN,Ha Noi,o3,48,1.3,25,6,322.4
2/12/2020,VN,Ha Noi,o3,45,0.9,17,5,214.24
21/03/2020,VN,Ha Noi,o3,44,1.7,20,6.1,268.51
5/5/2020,VN,Ha Noi,o3,48,4.9,20,8.2,249
24/05/2020,VN,Ha Noi,o3,47,3.3,24,9.8,255.7
19/07/2020,VN,Ha Noi,o3,48,3.7,25,9.8,434.6
20/07/2020,VN,Ha Noi,o3,48,1.3,23,8.2,519.06
22/07/2020,VN,Ha Noi,o3,46,1.7,17,5.7,201.76
6/12/2020,VN,Ha Noi,o3,48,0.9,28,4,478.68
29/03/2020,VN,Ha Noi,o3,37,3.7,46,11,915.58
21/04/2020,VN,Ha Noi,o3,48,3.7,22,9,205.36
25/07/2020,VN,Ha Noi,o3,30,2.1,19,7,286.86
20/12/2020,VN,Ha Noi,o3,48,1.3,24,9,463.6
16/03/2020,VN,Ha Noi,o3,32,1.7,5,4,15.4
24/03/2020,VN,Ha Noi,o3,44,4.5,16,12,174.55
21/05/2020,VN,Ha Noi,o3,47,3.7,29,11,470.96
12/6/2020,VN,Ha Noi,o3,46,2.5,27,9,345.44
24/07/2020,VN,Ha Noi,o3,47,1.7,17,6,192.19
30/11/2020,VN,Ha Noi,o3,48,0.9,29,7.4,510.44
19/05/2020,VN,Ha Noi,o3,48,4.5,25,10.2,269.75
3/7/2020,VN,Ha Noi,o3,42,3.3,19,7.8,262.47
28/01/2020,VN,Ha Noi,o3,48,3.7,17,7,169.23
2/2/2020,VN,Ha Noi,o3,48,1.3,15,5,147.69
9/2/2020,VN,Ha Noi,o3,38,0.9,6,2.1,19.21
7/4/2020,VN,Ha Noi,o3,48,1.3,26,6.1,445.57
17/05/2020,VN,Ha Noi,o3,45,3.3,17,11,169.96
18/05/2020,VN,Ha Noi,o3,48,2.9,44,13,841.83
13/03/2020,VN,Ha Noi,o3,45,4.5,18,11,160.13
30/03/2020,VN,Ha Noi,o3,48,1.3,15,4.9,157.45
1/5/2020,VN,Ha Noi,o3,48,1.7,14,5,149.82
12/11/2020,VN,Ha Noi,o3,47,0.9,50,4,2127.3
27/12/2020,VN,Ha Noi,o3,44,0.9,5,2,8.38
14/01/2020,VN,Ha Noi,o3,41,1.3,6,3,17.23
12/2/2020,VN,Ha Noi,o3,37,1.3,5,3,12.83
1/7/2020,VN,Ha Noi,o3,48,2.5,26,7.8,304.52
2/1/2020,VN,Ha Noi,o3,44,1.3,6,3,20.72
10/5/2020,VN,Ha Noi,o3,47,4.5,29,11,503.66
23/12/2020,VN,Ha Noi,o3,48,0.5,22,2,240.77
24/12/2020,VN,Ha Noi,o3,48,0.9,23,5.3,323.95
31/12/2020,VN,Ha Noi,o3,48,0.5,31,5.7,438.91
16/01/2021,VN,Ha Noi,o3,41,0.9,8,2,26.86
3/1/2020,VN,Ha Noi,o3,45,1.3,7,3,30.09
14/02/2020,VN,Ha Noi,o3,47,3.3,17,8,178.05
9/5/2020,VN,Ha Noi,o3,48,4.1,24,9.8,280.94
27/07/2020,VN,Ha Noi,o3,45,1.3,22,5.7,304.68
17/07/2020,VN,Ha Noi,o3,48,4.9,31,12,477.27
26/11/2020,VN,Ha Noi,o3,46,0.9,7,2.9,29.29
16/02/2020,VN,Ha Noi,o3,48,2.9,18,7,212.76
27/02/2020,VN,Ha Noi,o3,41,1.3,9,3,44.73
9/3/2020,VN,Ha Noi,o3,42,4.9,45,13,828.96
3/5/2020,VN,Ha Noi,o3,46,2.5,20,7,218.81
9/6/2020,VN,Ha Noi,o3,47,2.5,36,9,683.33
13/06/2020,VN,Ha Noi,o3,48,2.5,22,7,231.91
10/12/2020,VN,Ha Noi,o3,43,0.9,46,2.1,1057.53
10/1/2021,VN,Ha Noi,o3,48,0.9,16,4.9,186
31/12/2019,VN,Ha Noi,o3,42,1.3,7,4,22.1
15/02/2020,VN,Ha Noi,o3,48,5.3,17,7,212.77
27/03/2020,VN,Ha Noi,o3,46,4.5,20,11,243.21
27/04/2020,VN,Ha Noi,o3,48,1.3,37,9,777.44
8/5/2020,VN,Ha Noi,o3,45,4.1,17,11,167.21
18/12/2020,VN,Ha Noi,o3,48,0.9,13,3,86.07
20/04/2020,VN,Ha Noi,o3,45,4.5,17,11,161.3
7/5/2020,VN,Ha Noi,o3,45,3.7,14,11,139.57
16/07/2020,VN,Ha Noi,o3,48,4.9,27,11,412.21
20/11/2020,VN,Ha Noi,o3,39,1.3,6,3,17.49
3/1/2021,VN,Ha Noi,o3,47,0.9,37,4,591.63
8/12/2020,VN,Ha Noi,o3,46,0.9,25,4,467.59
10/2/2020,VN,Ha Noi,o3,34,0.9,4,2,10.65
6/5/2020,VN,Ha Noi,o3,48,2.5,16,6.1,157.52
20/05/2020,VN,Ha Noi,o3,44,4.5,21,11,241.12
18/06/2020,VN,Ha Noi,o3,48,1.3,16,5.3,158.55
10/8/2020,VN,Ha Noi,o3,39,3.7,19,9,239.01
6/11/2020,VN,Ha Noi,o3,45,0.9,22,3,203.86
5/12/2020,VN,Ha Noi,o3,48,0.9,24,5,363.94
11/1/2020,VN,Ha Noi,o3,48,1.3,8,3,33.32
12/4/2020,VN,Ha Noi,o3,48,2.9,26,9.8,396.2
28/04/2020,VN,Ha Noi,o3,48,1.3,57,11.8,1813.26
25/05/2020,VN,Ha Noi,o3,48,4.1,31,12,550.95
23/07/2020,VN,Ha Noi,o3,46,1.7,16,5,170.06
17/08/2020,VN,Ha Noi,o3,4,2.5,6,2.5,40.83
17/06/2020,VN,Ha Noi,o3,47,1.3,18,5.3,185.07
4/11/2020,VN,Ha Noi,o3,29,0.9,20,5.3,316.88
8/11/2020,VN,Ha Noi,o3,48,1.3,29,5.7,653.91
12/12/2020,VN,Ha Noi,o3,48,0.9,13,4.1,157.52
23/01/2020,VN,Ha Noi,o3,47,2.1,12,5,114.41
26/02/2020,VN,Ha Noi,o3,30,1.3,6,2.5,22.3
23/06/2020,VN,Ha Noi,o3,48,1.7,30,8.6,511.02
15/08/2020,VN,Ha Noi,o3,18,2.5,6,6,18.01
7/8/2020,VN,Ha Noi,o3,44,2.5,14,5.7,133.87
25/11/2020,VN,Ha Noi,o3,45,0.9,21,3,131.6
29/01/2020,VN,Ha Noi,o3,47,1.7,16,6.5,189.34
11/3/2020,VN,Ha Noi,o3,48,1.3,15,4.9,143.32
15/03/2020,VN,Ha Noi,o3,48,1.7,12,4.5,95.26
18/07/2020,VN,Ha Noi,o3,48,4.5,28,11.4,481.67
11/8/2020,VN,Ha Noi,o3,28,1.7,11,4,76.59
7/2/2020,VN,Ha Noi,o3,36,0.9,3,2,5.56
8/2/2020,VN,Ha Noi,o3,30,0.9,3,2,2.29
7/3/2020,VN,Ha Noi,o3,41,1.3,9,3,34.19
11/6/2020,VN,Ha Noi,o3,48,2.1,21,7,257.92
13/07/2020,VN,Ha Noi,o3,48,2.9,31,9.4,478.34
29/07/2020,VN,Ha Noi,o3,46,1.3,27,6.1,374.01
21/01/2020,VN,Ha Noi,o3,47,1.3,9,3.3,49.1
24/01/2020,VN,Ha Noi,o3,48,3.3,13,5.3,114.01
14/06/2020,VN,Ha Noi,o3,47,2.5,14,6,146.3
12/7/2020,VN,Ha Noi,o3,48,2.5,31,9.4,504.88
5/11/2020,VN,Ha Noi,o3,45,0.9,26,4,300.79
20/02/2020,VN,Ha Noi,o3,44,0.9,14,2.1,78.83
18/03/2020,VN,Ha Noi,o3,36,1.7,8,3.3,37.27
5/7/2020,VN,Ha Noi,o3,48,3.7,22,9,259.16
4/12/2020,VN,Ha Noi,o3,48,0.9,22,6,293.93
14/12/2020,VN,Ha Noi,o3,45,1.3,10,3,42.93
17/01/2020,VN,Ha Noi,o3,46,1.3,9,3.7,39.42
25/01/2020,VN,Ha Noi,o3,47,4.1,17,10,160.53
7/6/2020,VN,Ha Noi,o3,46,2.5,30,8,366.47
1/12/2020,VN,Ha Noi,o3,48,0.5,24,6.5,463.19
19/04/2020,VN,Ha Noi,o3,46,4.1,16,10,162.19
7/1/2021,VN,Ha Noi,o3,48,1.3,11,3.3,59.41
29/06/2020,VN,Ha Noi,o3,44,2.5,21,7.8,272.12
22/11/2020,VN,Ha Noi,o3,38,1.3,7,3,33.24
29/12/2020,VN,Ha Noi,o3,42,0.9,14,2.5,66.63
4/2/2020,VN,Ha Noi,o3,48,4.9,22,9,266.57
29/02/2020,VN,Ha Noi,o3,26,2.5,18,6,154
22/12/2020,VN,Ha Noi,o3,47,0.9,39,3,961.18
24/02/2020,VN,Ha Noi,so2,34,2.1,7,4,14.13
27/03/2020,VN,Ha Noi,so2,19,4,4,4,0
13/08/2020,VN,Ha Noi,so2,35,1.6,5,4,10.43
29/08/2020,VN,Ha Noi,so2,35,2.1,6,4,14.3
13/12/2020,VN,Ha Noi,so2,36,0.6,3,2,3.21
1/1/2021,VN,Ha Noi,so2,46,1.6,12,4.6,52.21
7/8/2020,VN,Ha Noi,so2,34,1.6,5,4,10.2
20/10/2020,VN,Ha Noi,so2,41,4.1,11,8,50.64
18/12/2020,VN,Ha Noi,so2,39,0.6,3,1.1,5.63
23/06/2020,VN,Ha Noi,so2,40,0.6,4,1.1,9.53
1/1/2020,VN,Ha Noi,so2,44,1.6,8,4,23.14
19/01/2020,VN,Ha Noi,so2,40,1.6,4,3,7.79
26/02/2020,VN,Ha Noi,so2,22,2.1,6,4,12.16
14/03/2020,VN,Ha Noi,so2,32,2.6,8,4,26.26
1/4/2020,VN,Ha Noi,so2,18,3.1,6,5,9.9
15/04/2020,VN,Ha Noi,so2,45,2.6,16,5,102.73
2/5/2020,VN,Ha Noi,so2,41,2.6,7,5,21.81
3/10/2020,VN,Ha Noi,so2,44,2.6,8,5,30.77
3/12/2020,VN,Ha Noi,so2,37,1.1,4,3,10.04
22/11/2020,VN,Ha Noi,so2,30,0.6,2,1,1.95
31/12/2019,VN,Ha Noi,so2,36,2.1,6,4,12.8
24/01/2020,VN,Ha Noi,so2,34,1.1,3,2,3.15
21/02/2020,VN,Ha Noi,so2,41,2.1,7,4,24.12
1/3/2020,VN,Ha Noi,so2,32,1.6,4,3,6.48
20/04/2020,VN,Ha Noi,so2,34,2.6,238,5,43996.7
19/05/2020,VN,Ha Noi,so2,27,3.1,6,6,8.63
20/09/2020,VN,Ha Noi,so2,36,2.6,6,5,18.96
12/11/2020,VN,Ha Noi,so2,45,1.6,10,4,48.98
18/04/2020,VN,Ha Noi,so2,39,2.1,5,4,11.85
12/6/2020,VN,Ha Noi,so2,32,3.6,9,7,23.14
14/06/2020,VN,Ha Noi,so2,23,4.1,8,7,13.47
28/07/2020,VN,Ha Noi,so2,44,1.6,7,3,19.38
20/08/2020,VN,Ha Noi,so2,34,2.1,6,4,11.16
22/08/2020,VN,Ha Noi,so2,24,4,4,4,0
19/10/2020,VN,Ha Noi,so2,36,3.1,9,7,37.26
10/1/2021,VN,Ha Noi,so2,46,1.6,8,3,17.02
14/01/2020,VN,Ha Noi,so2,45,2.1,12,5.6,78.26
18/01/2020,VN,Ha Noi,so2,37,1.6,6,3,10.35
25/02/2020,VN,Ha Noi,so2,14,4,4,4,0
30/03/2020,VN,Ha Noi,so2,30,2.1,5,5,11.04
9/4/2020,VN,Ha Noi,so2,31,2.6,8,6,25.83
10/10/2020,VN,Ha Noi,so2,38,3.1,13,6,57.68
17/10/2020,VN,Ha Noi,so2,31,3.1,8,7,29.54
20/03/2020,VN,Ha Noi,so2,39,2.1,7,5,25.43
29/06/2020,VN,Ha Noi,so2,39,0.6,14,1.1,107.83
12/10/2020,VN,Ha Noi,so2,42,3.6,12,7,58.38
13/01/2020,VN,Ha Noi,so2,48,2.6,12,5.6,65.03
14/02/2020,VN,Ha Noi,so2,30,1.6,4,3,4.55
24/04/2020,VN,Ha Noi,so2,43,2.6,23,6,316.66
30/11/2020,VN,Ha Noi,so2,42,1.6,6,3,13.16
2/12/2020,VN,Ha Noi,so2,45,1.6,8,3.1,25.54
29/10/2020,VN,Ha Noi,so2,34,3.1,8,7,28.41
8/1/2020,VN,Ha Noi,so2,33,1.6,5,3,8.39
15/02/2020,VN,Ha Noi,so2,30,1.6,4,3,4.15
6/3/2020,VN,Ha Noi,so2,40,2.6,8,5,26.34
14/04/2020,VN,Ha Noi,so2,44,2.6,7,5,26.42
19/04/2020,VN,Ha Noi,so2,32,2.1,5,4,11.99
27/07/2020,VN,Ha Noi,so2,40,1.6,8,3.1,30.88
26/08/2020,VN,Ha Noi,so2,39,2.1,5,4,11.49
27/11/2020,VN,Ha Noi,so2,35,0.6,5,2.1,12.73
22/04/2020,VN,Ha Noi,so2,36,2.6,235,5,15730.3
31/05/2020,VN,Ha Noi,so2,22,3.1,8,6,26.19
11/6/2020,VN,Ha Noi,so2,35,3.1,9,7,28.56
27/06/2020,VN,Ha Noi,so2,41,0.6,4,1.1,6.09
29/09/2020,VN,Ha Noi,so2,36,2.6,8,6,21.9
8/11/2020,VN,Ha Noi,so2,47,1.1,7,2.6,24.54
18/09/2020,VN,Ha Noi,so2,36,2.6,6,5,17.47
17/02/2020,VN,Ha Noi,so2,48,2.1,13,4,52.87
18/05/2020,VN,Ha Noi,so2,31,3.1,7,6,15.29
5/6/2020,VN,Ha Noi,so2,39,3.1,8,6,28.83
22/06/2020,VN,Ha Noi,so2,38,0.6,3,1.1,3.91
24/06/2020,VN,Ha Noi,so2,34,0.6,3,2,4.86
18/07/2020,VN,Ha Noi,so2,36,1.1,3,2,4.95
30/07/2020,VN,Ha Noi,so2,44,1.6,7,3,17.97
3/6/2020,VN,Ha Noi,so2,44,3.1,9,6,31.78
15/10/2020,VN,Ha Noi,so2,32,3.1,7,6,16.58
16/11/2020,VN,Ha Noi,so2,16,1,1,1,0
5/5/2020,VN,Ha Noi,so2,33,2.6,6,5,13.09
20/06/2020,VN,Ha Noi,so2,43,0.6,3,1.1,3.27
23/11/2020,VN,Ha Noi,so2,35,0.6,3,1.6,4.47
15/01/2021,VN,Ha Noi,so2,39,2.1,18,5.1,83.24
28/04/2020,VN,Ha Noi,so2,45,3.1,69,9,1796.73
12/5/2020,VN,Ha Noi,so2,37,2.6,7,6,20.72
24/05/2020,VN,Ha Noi,so2,35,3.1,8,6,21.43
5/9/2020,VN,Ha Noi,so2,36,2.1,5,4,13.65
22/12/2020,VN,Ha Noi,so2,37,2.1,6,3.1,18.96
31/01/2020,VN,Ha Noi,so2,43,1.6,14,4,91.29
19/03/2020,VN,Ha Noi,so2,30,2.1,5,4,8.86
23/04/2020,VN,Ha Noi,so2,40,2.6,9,5,29.3
28/05/2020,VN,Ha Noi,so2,39,3.6,12,7,51.86
4/10/2020,VN,Ha Noi,so2,32,3.1,7,6,16.53
26/10/2020,VN,Ha Noi,so2,37,3.6,9,7,38.96
28/11/2020,VN,Ha Noi,so2,39,1.1,4,2,6.21
31/12/2020,VN,Ha Noi,so2,43,1.6,9,4.6,42.54
9/3/2020,VN,Ha Noi,so2,34,1.6,4,3,8.01
19/07/2020,VN,Ha Noi,so2,30,1.1,3,2,4.76
29/07/2020,VN,Ha Noi,so2,42,1.6,5,3,11.59
29/11/2020,VN,Ha Noi,so2,32,1.1,4,2,6.5
5/12/2020,VN,Ha Noi,so2,41,1.6,5,3,10.34
6/5/2020,VN,Ha Noi,so2,40,2.6,7,5,22.79
10/6/2020,VN,Ha Noi,so2,37,3.1,8,7,28.47
17/07/2020,VN,Ha Noi,so2,36,1.1,3,2,4.95
22/10/2020,VN,Ha Noi,so2,48,4.1,17,8,97.21
28/10/2020,VN,Ha Noi,so2,39,3.6,8,7,30.33
6/2/2020,VN,Ha Noi,so2,36,2.1,5,4,10.25
17/04/2020,VN,Ha Noi,so2,37,2.1,5,4,14.13
27/08/2020,VN,Ha Noi,so2,24,4,4,4,0
24/10/2020,VN,Ha Noi,so2,45,4.6,17,9,98.98
2/11/2020,VN,Ha Noi,so2,39,3.6,9,7,40.92
8/6/2020,VN,Ha Noi,so2,47,3.6,13,7,73.29
5/10/2020,VN,Ha Noi,so2,41,2.6,7,5,25.4
20/12/2020,VN,Ha Noi,so2,36,1.1,4,3,8.04
25/12/2020,VN,Ha Noi,so2,46,1.6,15,5.6,126.55
12/3/2020,VN,Ha Noi,so2,34,2.1,5,4,9.68
23/08/2020,VN,Ha Noi,so2,26,2.1,5,4,7.15
1/11/2020,VN,Ha Noi,so2,37,3.6,11,7,40.63
14/01/2021,VN,Ha Noi,so2,48,2.6,40,8.2,514.83
5/4/2020,VN,Ha Noi,so2,4,5,5,5,0
20/07/2020,VN,Ha Noi,so2,39,1.1,4,2,6.29
31/08/2020,VN,Ha Noi,so2,39,2.1,8,4.1,19.42
26/09/2020,VN,Ha Noi,so2,36,2.6,6,5,16.94
