Date,Country,City,Specie,count,min,max,median,variance
4/11/2020,VN,Ha Noi,so2,35,1.1,10,4.6,97.58
5/11/2020,VN,Ha Noi,so2,45,0.6,9,2.6,42.95
24/12/2020,VN,Ha Noi,so2,38,1.6,5,3,13.71
19/01/2021,VN,Ha Noi,so2,46,1.6,15,4.6,133.34
19/06/2020,VN,Ha Noi,so2,39,0.6,4,1.1,5.67
22/07/2020,VN,Ha Noi,so2,38,1.1,4,3,6.85
23/07/2020,VN,Ha Noi,so2,39,1.1,4,3,8.24
21/05/2020,VN,Ha Noi,so2,28,3.1,7,6,20.03
22/09/2020,VN,Ha Noi,so2,38,2.6,6,5,19.2
10/11/2020,VN,Ha Noi,so2,48,1.6,13,5,93.39
17/01/2020,VN,Ha Noi,so2,39,2.1,9,4,32.53
7/5/2020,VN,Ha Noi,so2,36,2.6,6,5,18.96
30/05/2020,VN,Ha Noi,so2,37,3.1,10,6,32.55
7/6/2020,VN,Ha Noi,so2,44,3.6,11,7,46.74
16/10/2020,VN,Ha Noi,so2,35,3.1,7,6,22.44
3/1/2021,VN,Ha Noi,so2,44,2.1,12,5,85.2
20/02/2020,VN,Ha Noi,so2,48,2.6,15,6,107.74
2/6/2020,VN,Ha Noi,so2,38,3.1,8,6,30.63
2/9/2020,VN,Ha Noi,so2,44,2.1,8,4,23.5
6/11/2020,VN,Ha Noi,so2,38,0.6,5,2,13.4
11/11/2020,VN,Ha Noi,so2,47,2.1,10,5,53.6
14/11/2020,VN,Ha Noi,so2,47,2.1,9,4,26.98
22/03/2020,VN,Ha Noi,so2,17,2.1,4,4,5.57
6/8/2020,VN,Ha Noi,so2,38,1.6,9,3,19.05
18/11/2020,VN,Ha Noi,so2,26,0.6,2,1,1.34
13/01/2021,VN,Ha Noi,so2,48,2.1,24,7,259.6
4/1/2020,VN,Ha Noi,so2,45,1.1,5,2.6,12.39
21/07/2020,VN,Ha Noi,so2,38,1.1,26,3,234.96
27/09/2020,VN,Ha Noi,so2,39,2.6,7,5,21.51
17/11/2020,VN,Ha Noi,so2,25,0.6,2,1,2.71
28/12/2020,VN,Ha Noi,so2,31,1.1,3,2,1.76
26/03/2020,VN,Ha Noi,so2,20,2.1,4,4,4.85
28/06/2020,VN,Ha Noi,so2,38,0.6,3,1.1,5.94
7/11/2020,VN,Ha Noi,so2,42,0.6,5,2,17.36
29/12/2020,VN,Ha Noi,so2,25,1.6,3,2,2.04
24/11/2020,VN,Ha Noi,so2,36,0.6,3,1.6,6.24
2/2/2020,VN,Ha Noi,so2,47,1.6,6,3,14.68
7/2/2020,VN,Ha Noi,so2,34,1.6,4,4,9.19
21/06/2020,VN,Ha Noi,so2,38,0.6,3,1,4.31
10/7/2020,VN,Ha Noi,so2,38,1.1,4,2,5.5
11/8/2020,VN,Ha Noi,so2,14,4,4,4,0
12/8/2020,VN,Ha Noi,so2,37,1.6,6,4,11.79
30/10/2020,VN,Ha Noi,so2,24,7,7,7,0
9/1/2020,VN,Ha Noi,so2,43,1.1,17,3,88.21
23/09/2020,VN,Ha Noi,so2,46,2.6,9,5,29.65
11/10/2020,VN,Ha Noi,so2,40,3.6,9,7,35.12
3/1/2020,VN,Ha Noi,so2,34,1.6,6,3,12.19
22/01/2020,VN,Ha Noi,so2,27,1.6,3,3,2.01
21/03/2020,VN,Ha Noi,so2,37,2.1,5,4,9.91
16/04/2020,VN,Ha Noi,so2,37,2.1,6,5,14.7
27/04/2020,VN,Ha Noi,so2,37,3.1,23,6,138.65
16/07/2020,VN,Ha Noi,so2,36,1.1,3,2,3.95
30/08/2020,VN,Ha Noi,so2,41,2.1,9,4.6,32.67
7/3/2020,VN,Ha Noi,so2,39,2.1,6,4,14.75
11/3/2020,VN,Ha Noi,so2,42,2.6,12,5,44.23
21/12/2020,VN,Ha Noi,so2,45,1.6,7,3.1,20.21
17/01/2021,VN,Ha Noi,so2,35,1.6,6,4,11.79
18/01/2021,VN,Ha Noi,so2,38,1.6,5,4,14.08
25/05/2020,VN,Ha Noi,so2,18,3.1,6,6,12.37
5/1/2020,VN,Ha Noi,so2,31,1.1,3,2,5.62
15/01/2020,VN,Ha Noi,so2,28,1.6,4,3,6.29
26/01/2020,VN,Ha Noi,so2,28,1.6,4,3,3.72
3/2/2020,VN,Ha Noi,so2,38,1.6,5,3,10.41
18/03/2020,VN,Ha Noi,so2,25,2.1,5,4,7.94
3/4/2020,VN,Ha Noi,so2,30,2.6,7,5,10.38
26/04/2020,VN,Ha Noi,so2,33,3.1,7,6,17.69
3/7/2020,VN,Ha Noi,so2,34,0.6,4,2,5.9
2/1/2021,VN,Ha Noi,so2,48,2.6,16,5.6,88.06
10/1/2020,VN,Ha Noi,so2,41,1.1,4,3,8.47
2/3/2020,VN,Ha Noi,so2,35,1.6,4,3,7.17
24/07/2020,VN,Ha Noi,so2,36,1.6,5,3,6.82
12/9/2020,VN,Ha Noi,so2,38,2.1,6,5,14.92
9/11/2020,VN,Ha Noi,so2,47,1.1,15,3.1,71.24
14/12/2020,VN,Ha Noi,so2,38,0.6,4,1.6,8.49
21/08/2020,VN,Ha Noi,so2,33,1.6,5,4,10.45
7/10/2020,VN,Ha Noi,so2,41,2.6,8,6,26.89
8/10/2020,VN,Ha Noi,so2,30,3.1,7,7,20.81
14/10/2020,VN,Ha Noi,so2,31,3.1,7,6,15.27
16/12/2020,VN,Ha Noi,so2,17,2,2,2,0
7/1/2021,VN,Ha Noi,so2,39,1.6,7,3.6,23.8
9/1/2021,VN,Ha Noi,so2,45,1.6,6,3,14.29
29/02/2020,VN,Ha Noi,so2,16,1.6,4,3,8.65
1/7/2020,VN,Ha Noi,so2,41,1.1,4,2,5.02
21/10/2020,VN,Ha Noi,so2,43,4.1,10,8,46.6
12/12/2020,VN,Ha Noi,so2,43,1.1,10,3,45.03
30/12/2020,VN,Ha Noi,so2,38,1.1,7,3,17.72
23/05/2020,VN,Ha Noi,so2,41,3.1,8,6,25.27
2/7/2020,VN,Ha Noi,so2,35,0.6,4,2,5.11
9/12/2020,VN,Ha Noi,so2,46,1.1,10,3.1,48.27
30/09/2020,VN,Ha Noi,so2,30,2.6,6,6,15.82
28/01/2020,VN,Ha Noi,so2,25,1.6,3,3,0.78
16/02/2020,VN,Ha Noi,so2,29,2.1,10,4,19.59
28/03/2020,VN,Ha Noi,so2,3,4,4,4,0
11/5/2020,VN,Ha Noi,so2,27,3.1,6,6,8.88
20/05/2020,VN,Ha Noi,so2,12,6,6,6,0
10/9/2020,VN,Ha Noi,so2,46,2.1,8,4,23.69
25/09/2020,VN,Ha Noi,so2,42,2.6,11,5,45.14
26/12/2020,VN,Ha Noi,so2,45,1.6,13,4.1,86.83
4/1/2021,VN,Ha Noi,so2,47,3.1,11,6,59.21
13/03/2020,VN,Ha Noi,so2,21,4,4,4,0
13/05/2020,VN,Ha Noi,so2,38,2.6,8,6,23.2
26/06/2020,VN,Ha Noi,so2,40,0.6,3,1.1,4.28
15/08/2020,VN,Ha Noi,so2,41,2.1,7,4,18.24
6/9/2020,VN,Ha Noi,so2,38,2.1,6,4,12.42
1/12/2020,VN,Ha Noi,so2,47,2.1,9,4.1,37.78
23/12/2020,VN,Ha Noi,so2,48,2.1,19,5.6,134.7
23/01/2020,VN,Ha Noi,so2,36,1.1,3,2,4.72
27/02/2020,VN,Ha Noi,so2,41,1.6,7,4,19.16
30/04/2020,VN,Ha Noi,so2,40,2.6,8,6,26.52
3/5/2020,VN,Ha Noi,so2,35,2.6,6,5,18.3
12/1/2021,VN,Ha Noi,so2,44,1.6,9,4,34.56
2/1/2020,VN,Ha Noi,so2,43,1.6,8,3,20.6
6/6/2020,VN,Ha Noi,so2,43,3.1,9,6,39.45
2/8/2020,VN,Ha Noi,so2,36,1.6,4,3,6.38
5/2/2020,VN,Ha Noi,so2,9,2.1,4,4,9.02
4/5/2020,VN,Ha Noi,so2,34,2.6,6,5,15.53
14/05/2020,VN,Ha Noi,so2,40,2.6,9,6,28.45
12/7/2020,VN,Ha Noi,so2,42,1.1,4,2,7.68
25/08/2020,VN,Ha Noi,so2,32,2.1,7,4,17.2
31/10/2020,VN,Ha Noi,so2,17,3.6,8,8,29.08
13/11/2020,VN,Ha Noi,so2,42,2.1,9,5,28.26
3/3/2020,VN,Ha Noi,so2,14,1.6,4,3,7.86
2/4/2020,VN,Ha Noi,so2,32,2.6,6,5,12.12
7/9/2020,VN,Ha Noi,so2,30,2.1,5,5,11.36
10/12/2020,VN,Ha Noi,so2,44,1.6,11,4,80.09
19/12/2020,VN,Ha Noi,so2,28,1.1,3,3,3.22
5/1/2021,VN,Ha Noi,so2,46,2.6,10,5.1,44.75
6/12/2020,VN,Ha Noi,so2,44,1.6,8,3,27.81
22/02/2020,VN,Ha Noi,so2,35,2.6,6,5,17.21
8/3/2020,VN,Ha Noi,so2,31,1.6,5,3,8.01
23/03/2020,VN,Ha Noi,so2,22,4,4,4,0
8/4/2020,VN,Ha Noi,so2,37,2.6,6,5,20.48
22/05/2020,VN,Ha Noi,so2,30,3.1,7,6,13.43
10/8/2020,VN,Ha Noi,so2,35,1.6,4,3,8.05
23/10/2020,VN,Ha Noi,so2,48,4.1,13,6.6,73.78
30/06/2020,VN,Ha Noi,so2,40,0.6,3,1.1,3.92
5/7/2020,VN,Ha Noi,so2,34,0.6,3,2,3.1
28/08/2020,VN,Ha Noi,so2,30,2.1,5,4,11.13
8/1/2021,VN,Ha Noi,so2,42,1.1,6,2,11.87
20/01/2021,VN,Ha Noi,so2,32,1.6,15,6.1,174.15
18/02/2020,VN,Ha Noi,so2,44,2.6,83,8.7,1664.52
4/3/2020,VN,Ha Noi,so2,36,1.6,8,4,26.74
4/4/2020,VN,Ha Noi,so2,28,2.6,6,5,7.24
3/9/2020,VN,Ha Noi,so2,33,2.1,5,4,11.75
21/09/2020,VN,Ha Noi,so2,42,2.6,9,5,28.72
18/10/2020,VN,Ha Noi,so2,40,3.1,8,6,31.48
26/11/2020,VN,Ha Noi,so2,35,0.6,3,1.6,3.91
6/1/2021,VN,Ha Noi,so2,34,2.1,6,4,12.24
16/03/2020,VN,Ha Noi,so2,41,2.6,13,6,51.38
6/4/2020,VN,Ha Noi,so2,15,3.1,6,5,10.46
9/5/2020,VN,Ha Noi,so2,41,2.6,8,5,23.39
10/5/2020,VN,Ha Noi,so2,39,2.6,6,5,17.42
7/7/2020,VN,Ha Noi,so2,22,2,2,2,0
14/08/2020,VN,Ha Noi,so2,41,1.6,11,3.1,27.57
25/10/2020,VN,Ha Noi,so2,45,4.1,12,8,68.56
3/11/2020,VN,Ha Noi,so2,47,3.6,12,7,67.23
5/3/2020,VN,Ha Noi,so2,27,2.6,5,4,4.52
15/03/2020,VN,Ha Noi,so2,41,2.6,8,5,33.61
11/4/2020,VN,Ha Noi,so2,24,5,5,5,0
8/5/2020,VN,Ha Noi,so2,42,2.6,6,5,18.58
29/05/2020,VN,Ha Noi,so2,41,3.1,8,6,28.57
1/6/2020,VN,Ha Noi,so2,38,3.1,10,6,35.42
13/07/2020,VN,Ha Noi,so2,38,1.1,3,2,5.24
19/11/2020,VN,Ha Noi,so2,37,0.6,2,1,2.44
15/12/2020,VN,Ha Noi,so2,28,0.6,2,2,1.65
11/2/2020,VN,Ha Noi,so2,35,2.1,11,4,33.25
13/02/2020,VN,Ha Noi,so2,46,1.6,5,3,10.16
1/5/2020,VN,Ha Noi,so2,35,2.6,7,6,19.65
16/05/2020,VN,Ha Noi,so2,35,3.1,7,6,21.74
13/06/2020,VN,Ha Noi,so2,36,3.6,10,7,34.36
4/12/2020,VN,Ha Noi,so2,44,1.6,5,3,10.67
8/12/2020,VN,Ha Noi,so2,45,1.6,5,3,12.76
16/01/2020,VN,Ha Noi,so2,44,1.6,16,4,99.52
1/2/2020,VN,Ha Noi,so2,44,1.6,7,3.6,21.67
29/04/2020,VN,Ha Noi,so2,45,3.1,23,7.1,251.02
9/6/2020,VN,Ha Noi,so2,48,3.6,16,7.1,109.2
9/7/2020,VN,Ha Noi,so2,41,1.1,5,2,9.42
9/9/2020,VN,Ha Noi,so2,41,2.6,10,5,37.97
24/08/2020,VN,Ha Noi,so2,20,4,4,4,0
27/01/2020,VN,Ha Noi,so2,41,1.6,5,3,9.28
16/06/2020,VN,Ha Noi,so2,37,0.6,3,1,3.27
25/06/2020,VN,Ha Noi,so2,44,0.6,4,1.6,8.84
6/7/2020,VN,Ha Noi,so2,29,1.1,3,2,1.46
11/7/2020,VN,Ha Noi,so2,43,1.1,9,3,31.83
31/07/2020,VN,Ha Noi,so2,38,1.6,6,3,11.81
8/8/2020,VN,Ha Noi,so2,33,1.6,4,4,9.69
11/9/2020,VN,Ha Noi,so2,39,2.1,10,5,39.77
13/10/2020,VN,Ha Noi,so2,43,3.6,10,7,44.24
20/11/2020,VN,Ha Noi,so2,32,0.6,2,1,1.77
14/07/2020,VN,Ha Noi,so2,36,1.1,3,2,4.72
6/1/2020,VN,Ha Noi,so2,35,1.1,3,2,4.11
21/01/2020,VN,Ha Noi,so2,32,1.6,5,4,8.6
10/2/2020,VN,Ha Noi,so2,44,1.6,16,4,129.91
24/03/2020,VN,Ha Noi,so2,12,4,4,4,0
29/03/2020,VN,Ha Noi,so2,20,2.1,5,4,9.12
7/4/2020,VN,Ha Noi,so2,40,2.6,7,5,20.48
13/04/2020,VN,Ha Noi,so2,26,2.6,6,5,17.37
3/8/2020,VN,Ha Noi,so2,39,1.6,7,3.6,23.09
17/08/2020,VN,Ha Noi,so2,30,2.1,5,4,7.21
17/09/2020,VN,Ha Noi,so2,42,2.6,8,5,23.84
1/10/2020,VN,Ha Noi,so2,35,2.6,7,6,20.35
15/06/2020,VN,Ha Noi,so2,39,0.6,23,4.1,240.54
8/7/2020,VN,Ha Noi,so2,26,1.1,3,2,3.74
28/09/2020,VN,Ha Noi,so2,36,2.6,7,5,22.81
2/10/2020,VN,Ha Noi,so2,41,2.6,7,5,23.9
9/2/2020,VN,Ha Noi,so2,24,1.6,7,3,10.45
12/2/2020,VN,Ha Noi,so2,30,1.6,6,4,7.84
27/05/2020,VN,Ha Noi,so2,42,3.1,8,6,31.49
9/10/2020,VN,Ha Noi,so2,42,3.1,9,6,32.52
29/01/2020,VN,Ha Noi,so2,17,1.6,4,3,5.95
4/2/2020,VN,Ha Noi,so2,21,3,3,3,0
19/02/2020,VN,Ha Noi,so2,48,2.6,29,12.7,622.75
31/03/2020,VN,Ha Noi,so2,21,2.6,5,5,7.41
17/05/2020,VN,Ha Noi,so2,38,2.6,7,6,22.12
30/12/2019,VN,Ha Noi,so2,43,1.6,7,4,17.75
7/1/2020,VN,Ha Noi,so2,33,1.1,4,2,10.52
4/7/2020,VN,Ha Noi,so2,30,0.6,3,2,2.48
13/09/2020,VN,Ha Noi,so2,40,2.1,6,4,15.38
6/10/2020,VN,Ha Noi,so2,42,2.6,7,5,26.28
11/1/2020,VN,Ha Noi,so2,41,1.1,7,3,14.89
23/02/2020,VN,Ha Noi,so2,42,2.1,9,4.6,27.15
15/05/2020,VN,Ha Noi,so2,30,2.6,6,6,16.01
5/8/2020,VN,Ha Noi,so2,35,1.6,5,4,10.66
9/8/2020,VN,Ha Noi,so2,36,1.6,4,3,8.75
7/12/2020,VN,Ha Noi,so2,37,2.1,6,4,18.71
11/1/2021,VN,Ha Noi,so2,46,1.6,7,3.1,21.84
20/01/2020,VN,Ha Noi,so2,33,1.1,4,3,8.04
26/07/2020,VN,Ha Noi,so2,29,1.6,4,3,3.2
19/08/2020,VN,Ha Noi,so2,33,2.1,6,4,9.09
11/12/2020,VN,Ha Noi,so2,44,1.1,11,3,46.42
17/03/2020,VN,Ha Noi,so2,32,2.1,6,5,12.4
21/04/2020,VN,Ha Noi,so2,41,2.6,241,5,26638.7
15/07/2020,VN,Ha Noi,so2,34,1.1,3,2,4.36
1/9/2020,VN,Ha Noi,so2,46,2.1,9,4,28.15
25/11/2020,VN,Ha Noi,so2,39,0.6,6,2,18.28
8/2/2020,VN,Ha Noi,so2,34,1.6,5,4,10.13
28/02/2020,VN,Ha Noi,so2,29,1.6,4,4,6.77
12/4/2020,VN,Ha Noi,so2,32,2.6,6,5,18.68
25/04/2020,VN,Ha Noi,so2,38,3.1,7,6,23.11
18/06/2020,VN,Ha Noi,so2,40,0.6,4,1.1,8.83
4/9/2020,VN,Ha Noi,so2,38,2.1,6,4,12.46
16/09/2020,VN,Ha Noi,so2,33,2.6,7,5,13.81
17/12/2020,VN,Ha Noi,so2,29,0.6,2,2,3.09
27/12/2020,VN,Ha Noi,so2,35,1.6,4,3,4.96
12/1/2020,VN,Ha Noi,so2,35,1.6,9,3,31.95
10/3/2020,VN,Ha Noi,so2,38,2.1,7,4,14.1
4/6/2020,VN,Ha Noi,so2,43,3.1,8,6,28.35
14/09/2020,VN,Ha Noi,so2,38,2.1,7,5,17.91
15/09/2020,VN,Ha Noi,so2,32,2.6,6,5,12.77
24/09/2020,VN,Ha Noi,so2,30,2.6,6,6,15.36
30/01/2020,VN,Ha Noi,so2,30,1.6,4,3,7.94
25/03/2020,VN,Ha Noi,so2,21,2.1,4,4,4.64
26/05/2020,VN,Ha Noi,so2,22,3.6,9,7,22.26
17/06/2020,VN,Ha Noi,so2,35,0.6,4,2,8.1
25/07/2020,VN,Ha Noi,so2,19,1.6,4,3,5.25
4/8/2020,VN,Ha Noi,so2,41,1.6,6,3,12.44
8/9/2020,VN,Ha Noi,so2,42,2.1,12,5,36.8
21/11/2020,VN,Ha Noi,so2,32,0.6,2,1,1.43
15/11/2020,VN,Ha Noi,so2,30,0.6,2,1,1.71
25/01/2020,VN,Ha Noi,so2,30,1.1,3,2,3.81
10/4/2020,VN,Ha Noi,so2,33,2.6,7,5,22.71
1/8/2020,VN,Ha Noi,so2,40,1.6,5,3,11.23
16/08/2020,VN,Ha Noi,so2,40,2.1,6,4,12.76
18/08/2020,VN,Ha Noi,so2,35,2.1,5,4,8.6
19/09/2020,VN,Ha Noi,so2,36,2.6,6,5,17.98
27/10/2020,VN,Ha Noi,so2,35,3.6,9,7,29.53
16/01/2021,VN,Ha Noi,so2,46,3.6,14,7.1,100.2
3/1/2020,VN,Ha Noi,aqi,24,86,146,107,2751.88
2/7/2020,VN,Ha Noi,aqi,24,8,114,45,6615.36
15/07/2020,VN,Ha Noi,aqi,24,23,46,30,311.58
8/12/2020,VN,Ha Noi,aqi,24,116,201,157,7629.28
17/07/2020,VN,Ha Noi,aqi,24,5,42,17,1077.81
7/9/2020,VN,Ha Noi,aqi,8,2,22,4,502.14
12/9/2020,VN,Ha Noi,aqi,24,9,45,18,1228.91
6/12/2020,VN,Ha Noi,aqi,24,99,164,146,4030.27
11/1/2021,VN,Ha Noi,aqi,24,58,104,79,1891.29
25/06/2020,VN,Ha Noi,aqi,24,40,162,93,25769.8
20/11/2020,VN,Ha Noi,aqi,24,71,194,136,17269.8
18/01/2021,VN,Ha Noi,aqi,18,86,127,103,967.32
20/08/2020,VN,Ha Noi,aqi,20,7,97,37,7378.18
31/08/2020,VN,Ha Noi,aqi,23,25,87,59,3854.82
25/09/2020,VN,Ha Noi,aqi,23,10,60,20,1785.73
18/10/2020,VN,Ha Noi,aqi,24,30,113,55,5123.19
20/10/2020,VN,Ha Noi,aqi,24,25,58,42,1212.75
14/11/2020,VN,Ha Noi,aqi,24,62,187,136,17656.9
6/1/2021,VN,Ha Noi,aqi,24,170,189,173,306.3
29/08/2020,VN,Ha Noi,aqi,24,27,88,67,2988.68
24/11/2020,VN,Ha Noi,aqi,24,119,171,158,2517.81
2/1/2021,VN,Ha Noi,aqi,24,120,194,164,4739.13
11/1/2020,VN,Ha Noi,aqi,24,43,156,117,12544.9
12/1/2020,VN,Ha Noi,aqi,24,36,178,84,14188.9
8/1/2021,VN,Ha Noi,aqi,24,37,135,56,17474.3
7/8/2020,VN,Ha Noi,aqi,17,16,74,35,3849.41
9/7/2020,VN,Ha Noi,aqi,24,9,56,24,1456.74
27/11/2020,VN,Ha Noi,aqi,24,103,195,155,3741.72
12/8/2020,VN,Ha Noi,aqi,24,15,136,36,13267.2
1/9/2020,VN,Ha Noi,aqi,23,22,102,57,3767.87
6/9/2020,VN,Ha Noi,aqi,21,2,40,15,1223.57
5/12/2020,VN,Ha Noi,aqi,24,63,164,76,10254.8
12/1/2021,VN,Ha Noi,aqi,24,78,148,98,3529.49
1/11/2020,VN,Ha Noi,aqi,24,162,212,187,1856.94
26/12/2020,VN,Ha Noi,aqi,24,152,205,178,2055.58
2/10/2020,VN,Ha Noi,aqi,17,10,122,54,10494
28/10/2020,VN,Ha Noi,aqi,24,64,302,159,34708.5
26/11/2020,VN,Ha Noi,aqi,24,85,258,131,21093
21/06/2020,VN,Ha Noi,aqi,24,18,90,34,4242.16
23/06/2020,VN,Ha Noi,aqi,24,3,68,25,4360.58
9/8/2020,VN,Ha Noi,aqi,23,18,65,55,1744.23
2/11/2020,VN,Ha Noi,aqi,24,23,250,182,82541.4
8/7/2020,VN,Ha Noi,aqi,24,8,54,20,1413.84
31/07/2020,VN,Ha Noi,aqi,24,35,95,69,4417.81
23/08/2020,VN,Ha Noi,aqi,23,6,56,33,1835.85
30/10/2020,VN,Ha Noi,aqi,24,38,101,59,2545.49
9/11/2020,VN,Ha Noi,aqi,24,57,197,95,21671.3
1/10/2020,VN,Ha Noi,aqi,16,3,33,11,581.96
22/11/2020,VN,Ha Noi,aqi,24,75,195,140,11942.3
25/11/2020,VN,Ha Noi,aqi,24,116,250,155,10284.6
13/07/2020,VN,Ha Noi,aqi,24,4,48,23,1574.62
23/07/2020,VN,Ha Noi,aqi,24,12,58,26,1456.52
24/12/2020,VN,Ha Noi,aqi,24,84,169,123,8179.4
16/01/2021,VN,Ha Noi,aqi,24,157,212,186,1634.62
7/7/2020,VN,Ha Noi,aqi,24,17,63,26,1397.37
21/12/2020,VN,Ha Noi,aqi,23,66,152,99,8051.5
22/12/2020,VN,Ha Noi,aqi,24,120,164,154,2728.24
10/1/2020,VN,Ha Noi,aqi,24,59,155,110,8742.54
18/08/2020,VN,Ha Noi,aqi,22,1,24,8,490.41
15/09/2020,VN,Ha Noi,aqi,24,5,58,18,1097.37
22/09/2020,VN,Ha Noi,aqi,24,3,29,11,347.81
22/10/2020,VN,Ha Noi,aqi,24,25,146,73,13857.3
19/12/2020,VN,Ha Noi,aqi,24,79,131,87,2031.88
25/07/2020,VN,Ha Noi,aqi,24,15,43,19,684.06
11/8/2020,VN,Ha Noi,aqi,24,10,74,42,3676.07
17/08/2020,VN,Ha Noi,aqi,24,2,59,21,2610.43
2/9/2020,VN,Ha Noi,aqi,24,71,142,92,4531.3
3/9/2020,VN,Ha Noi,aqi,24,56,130,87,3632.75
15/12/2020,VN,Ha Noi,aqi,24,46,71,56,392.75
8/8/2020,VN,Ha Noi,aqi,19,8,145,25,19822.7
10/8/2020,VN,Ha Noi,aqi,24,15,93,61,3981.29
25/08/2020,VN,Ha Noi,aqi,24,1,52,17,2558.84
14/09/2020,VN,Ha Noi,aqi,23,3,33,16,473.48
28/11/2020,VN,Ha Noi,aqi,24,66,150,98,4564.06
20/12/2020,VN,Ha Noi,aqi,23,74,147,94,2861.3
5/9/2020,VN,Ha Noi,aqi,24,7,52,29,1011.29
18/09/2020,VN,Ha Noi,aqi,21,1,25,11,518.57
23/10/2020,VN,Ha Noi,aqi,24,39,160,82,18920
4/12/2020,VN,Ha Noi,aqi,24,32,137,63,8299.71
17/12/2020,VN,Ha Noi,aqi,24,52,89,57,1196.23
1/1/2021,VN,Ha Noi,aqi,24,77,168,111,11989.8
20/01/2021,VN,Ha Noi,aqi,16,150,183,171,1509.17
31/12/2019,VN,Ha Noi,aqi,24,174,267,194,6764.06
1/1/2020,VN,Ha Noi,aqi,24,200,297,241,5957.81
27/07/2020,VN,Ha Noi,aqi,24,2,73,26,4536.07
6/8/2020,VN,Ha Noi,aqi,24,10,77,31,3148.53
9/9/2020,VN,Ha Noi,aqi,24,2,58,14,1854.78
13/09/2020,VN,Ha Noi,aqi,23,4,61,18,2161.5
13/11/2020,VN,Ha Noi,aqi,24,61,182,157,21352.1
9/1/2021,VN,Ha Noi,aqi,24,44,66,55,443.41
24/06/2020,VN,Ha Noi,aqi,24,10,74,32,2401.45
2/1/2020,VN,Ha Noi,aqi,24,97,245,182,10834.7
29/06/2020,VN,Ha Noi,aqi,24,23,67,44,1672.1
6/7/2020,VN,Ha Noi,aqi,24,15,37,27,434.18
5/11/2020,VN,Ha Noi,aqi,23,158,199,176,1827.94
4/1/2021,VN,Ha Noi,aqi,24,120,182,158,3708.68
7/1/2020,VN,Ha Noi,aqi,24,122,262,166,11016.2
8/1/2020,VN,Ha Noi,aqi,24,71,168,124,8785.8
20/07/2020,VN,Ha Noi,aqi,24,13,53,27,1451.01
28/07/2020,VN,Ha Noi,aqi,24,56,159,72,13694.3
25/10/2020,VN,Ha Noi,aqi,24,60,154,95,6297.37
13/12/2020,VN,Ha Noi,aqi,24,52,209,182,26183.8
4/1/2020,VN,Ha Noi,aqi,24,70,172,126,13253.8
12/11/2020,VN,Ha Noi,aqi,24,65,180,158,17580
14/08/2020,VN,Ha Noi,aqi,24,2,71,30,4314.76
19/09/2020,VN,Ha Noi,aqi,23,1,18,9,214.74
24/09/2020,VN,Ha Noi,aqi,23,5,45,15,1284.82
17/01/2021,VN,Ha Noi,aqi,24,92,200,119,15777.8
30/12/2019,VN,Ha Noi,aqi,24,174,306,185,12698.1
28/06/2020,VN,Ha Noi,aqi,24,13,58,48,1761.09
24/07/2020,VN,Ha Noi,aqi,24,8,56,20,1669.28
26/08/2020,VN,Ha Noi,aqi,24,8,117,59,6174.18
8/9/2020,VN,Ha Noi,aqi,16,3,110,38,8163.33
10/9/2020,VN,Ha Noi,aqi,24,9,41,18,955
28/09/2020,VN,Ha Noi,aqi,24,2,44,11,1466.3
16/12/2020,VN,Ha Noi,aqi,24,45,71,57,402.16
23/12/2020,VN,Ha Noi,aqi,24,135,173,155,749.49
13/08/2020,VN,Ha Noi,aqi,24,13,50,24,689.28
17/09/2020,VN,Ha Noi,aqi,24,5,62,18,2334.62
31/10/2020,VN,Ha Noi,aqi,24,52,191,70,26253.9
12/12/2020,VN,Ha Noi,aqi,24,107,193,176,3868.7
19/11/2020,VN,Ha Noi,aqi,24,76,183,155,10875.9
3/12/2020,VN,Ha Noi,aqi,13,99,144,118,1841.03
30/08/2020,VN,Ha Noi,aqi,17,17,78,62,3449.41
16/08/2020,VN,Ha Noi,aqi,24,6,97,43,7852.88
28/12/2020,VN,Ha Noi,aqi,24,125,185,160,3046.5
14/01/2021,VN,Ha Noi,aqi,24,127,163,152,1253.89
21/11/2020,VN,Ha Noi,aqi,24,70,172,114,17396.4
27/08/2020,VN,Ha Noi,aqi,24,49,169,92,14230.4
4/9/2020,VN,Ha Noi,aqi,24,36,93,54,2470.14
14/10/2020,VN,Ha Noi,aqi,24,7,131,64,16862.6
11/11/2020,VN,Ha Noi,aqi,24,66,179,132,15792.6
29/12/2020,VN,Ha Noi,aqi,24,54,153,96,8428.24
23/11/2020,VN,Ha Noi,aqi,24,58,191,115,13963.9
4/7/2020,VN,Ha Noi,aqi,24,7,82,24,4454.13
12/7/2020,VN,Ha Noi,aqi,24,4,58,31,2900.87
26/07/2020,VN,Ha Noi,aqi,24,1,40,19,888.7
29/10/2020,VN,Ha Noi,aqi,24,47,158,87,9781.45
26/09/2020,VN,Ha Noi,aqi,24,3,23,12,259.84
16/10/2020,VN,Ha Noi,aqi,24,8,69,31,4830.71
10/12/2020,VN,Ha Noi,aqi,24,154,216,178,3536.07
7/1/2021,VN,Ha Noi,aqi,24,135,193,157,3235.65
15/01/2021,VN,Ha Noi,aqi,24,155,196,175,1316.23
17/11/2020,VN,Ha Noi,aqi,24,83,177,159,8395.36
